cluster_id,cluster_size,classification_type,identity,representative_seqid,blast_quality,predicted_otu,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species
190,5,known_species,100.0,JN040832.1,good,Bonamia ostreae,Eukaryota,,Sar,,,,Bonamia,Bonamia ostreae
191,3,known_species,100.0,AF173264.1,good,Aphilodon weberi,Eukaryota,Opisthokonta,Arthropoda,,,,Aphilodon,Aphilodon weberi
192,3,known_species,100.0,KM853308.1,good,Meloimorpha japonica,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Meloimorpha,Meloimorpha japonica
193,5,known_species,100.0,KC904945.1,good,Raillietiella orientalis,Eukaryota,Opisthokonta,Arthropoda,,,,Raillietiella,Raillietiella orientalis
194,3,known_species,100.0,KP201381.1,good,Eriauchenius jeanneli,,,,,,,Eriauchenius,Eriauchenius jeanneli
195,2,known_species,100.0,MG253149.1,good,Amphicteis gunneri,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amphicteis,Amphicteis gunneri
196,5,known_species,100.0,KM273028.1,good,Ceratomyxa leatherjacketi,Eukaryota,Opisthokonta,Cnidaria,,,,Ceratomyxa,Ceratomyxa leatherjacketi
197,4,known_species,100.0,AB088314.1,good,Alexandrium tamarense,,,,,,,Alexandrium,Alexandrium tamarense
198,3,known_species,100.0,KJ879587.1,good,Mastigella erinacea,,,,,,,Mastigella,Mastigella erinacea
199,3,known_species,100.0,EF091417.2,good,Rhysotritia duplicata,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Rhysotritia,Rhysotritia duplicata
200,3,known_species,100.0,EU557254.1,good,Eosentomon megaglenum,Eukaryota,Opisthokonta,Arthropoda,,,,Eosentomon,Eosentomon megaglenum
201,2,known_species,100.0,KY750746.1,good,Heliconympha glossotermitis,,,,,,,Heliconympha,Heliconympha glossotermitis
202,2,known_species,100.0,LT631046.1,good,Acropora valida,Eukaryota,Opisthokonta,Cnidaria,,,,Acropora,Acropora valida
203,6,known_species,100.0,JF694285.1,good,Stygamoeba regulata,Eukaryota,,Amoebozoa,,,,Stygamoeba,Stygamoeba regulata
204,2,known_species,100.0,EU414418.1,good,Ianthopsis nasicornis,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Ianthopsis,Ianthopsis nasicornis
205,5,known_species,100.0,JQ031984.1,good,Lamproderma ovoideum,Eukaryota,,Amoebozoa,,,,Lamproderma,Lamproderma ovoideum
206,3,known_species,100.0,KJ461271.1,good,Thaumastocoris safordi,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Thaumastocoris,Thaumastocoris safordi
207,3,known_species,100.0,KJ187034.1,good,Ailadinium reticulatum,Eukaryota,,Sar,,,,Ailadinium,Ailadinium reticulatum
208,5,known_species,100.0,JF826414.1,good,Amblyospora rugosa,,,,,,,Amblyospora,Amblyospora rugosa
209,2,known_species,100.0,KR072683.1,good,Thaidasys tongiorgii,Eukaryota,Opisthokonta,,,,,Thaidasys,Thaidasys tongiorgii
210,2,known_species,100.0,KF744093.1,good,Phacus skujae,Eukaryota,Discoba,,,,,Phacus,Phacus skujae
211,2,known_species,100.0,AJ244367.1,good,Phlebotomus neglectus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Phlebotomus,Phlebotomus neglectus
212,2,known_species,100.0,KY947249.1,good,Amphimedon compressa,Eukaryota,Opisthokonta,Porifera,,,,Amphimedon,Amphimedon compressa
213,3,known_species,100.0,JQ957898.1,good,Deladenus durus,Eukaryota,Opisthokonta,Nematoda,,,,Deladenus,Deladenus durus
214,5,known_species,100.0,MF113402.1,good,Naegleria koreanum,Eukaryota,Discoba,,,,,Naegleria,Naegleria koreanum
215,6,known_species,100.0,GU827601.1,good,Kipferlia bialata,,,,,,,Kipferlia,Kipferlia bialata
216,2,known_species,100.0,KP962341.1,good,Obama anthropophila,Eukaryota,Opisthokonta,Platyhelminthes,,,,Obama,Obama anthropophila
217,2,known_species,100.0,JX535350.1,good,Polyplicarium translucidae,Eukaryota,,Sar,,,,Polyplicarium,Polyplicarium translucidae
218,3,known_species,100.0,DQ079936.1,good,Tenuignathia rikerae,Eukaryota,Opisthokonta,,,,,Tenuignathia,Tenuignathia rikerae
219,2,known_species,100.0,AB080305.1,good,Picochlorum atomus,,,,,,,Picochlorum,Picochlorum atomus
220,3,known_species,100.0,KY682877.1,good,Sonderopelta coriacea,Eukaryota,,Rhodophyta,Florideophyceae,,,Sonderopelta,Sonderopelta coriacea
221,5,known_species,100.0,FJ669688.1,good,Endodesmia calophylloides,Eukaryota,Viridiplantae,Streptophyta,,,,Endodesmia,Endodesmia calophylloides
222,4,known_species,100.0,MG200685.1,good,Wraios longiembolus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Wraios,Wraios longiembolus
223,5,known_species,100.0,KX069010.1,good,Chaetospania thoracica,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Chaetospania,Chaetospania thoracica
224,2,known_species,100.0,FR837747.1,good,Pseudaphanostoma herringi,Eukaryota,Opisthokonta,,,,,Pseudaphanostoma,Pseudaphanostoma herringi
225,2,known_species,100.0,JF826415.1,good,Amblyospora salairia,Eukaryota,Opisthokonta,,,,,Amblyospora,Amblyospora salairia
226,2,known_species,100.0,KM350381.1,good,Faronus parallelus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Faronus,Faronus parallelus
227,3,known_species,100.0,AM886410.1,good,Semperella schulzei,Eukaryota,Opisthokonta,Porifera,,,,Semperella,Semperella schulzei
228,5,known_species,100.0,KY016769.1,good,Cebrenninus rugosus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Cebrenninus,Cebrenninus rugosus
229,2,known_species,100.0,AJ404608.1,good,Trypanosoma simiae,,,,,,,Trypanosoma,Trypanosoma simiae
230,2,known_species,100.0,KJ399553.1,good,Opisthomitus longiflagellatus,Eukaryota,Metamonada,,,,,Opisthomitus,Opisthomitus longiflagellatus
231,5,known_species,100.0,MH357175.1,good,Pholcus manueli,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Pholcus,Pholcus manueli
232,3,known_species,100.0,JQ031988.1,good,Lamproderma pulveratum,Eukaryota,,Amoebozoa,,,,Lamproderma,Lamproderma pulveratum
233,3,known_species,100.0,GQ258413.1,good,Montandoniola moraguesi,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Montandoniola,Montandoniola moraguesi
234,2,known_species,100.0,AB045584.1,good,Porphyridium purpureum,Eukaryota,,Rhodophyta,,,,Porphyridium,Porphyridium purpureum
235,2,known_species,100.0,KC529412.1,good,Beklemischeviella angustior,Eukaryota,Opisthokonta,Platyhelminthes,,,,Beklemischeviella,Beklemischeviella angustior
236,2,known_species,100.0,KP419032.1,good,Carcinops pumilio,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Carcinops,Carcinops pumilio
237,2,known_species,100.0,DQ022763.1,good,Crouania elisiae,Eukaryota,,Rhodophyta,Florideophyceae,,,Crouania,Crouania elisiae
238,4,known_species,100.0,JN232932.1,good,Trichoniscoides albidus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Trichoniscoides,Trichoniscoides albidus
239,4,known_species,100.0,AF173244.1,good,Lamyctes emarginatus,Eukaryota,Opisthokonta,Arthropoda,,,,Lamyctes,Lamyctes emarginatus
240,2,known_species,100.0,JN377732.1,good,Ruehmaphelenchus digitulus,Eukaryota,Opisthokonta,Nematoda,,,,Ruehmaphelenchus,Ruehmaphelenchus digitulus
241,2,known_species,100.0,AB559561.1,good,Paraechinophallus japonicus,Eukaryota,Opisthokonta,Platyhelminthes,Cestoda,,,Paraechinophallus,Paraechinophallus japonicus
242,11,known_species,100.0,LC126957.1,good,Neovahlkampfia nana,,,,,,,Neovahlkampfia,Neovahlkampfia nana
243,3,known_species,100.0,U68400.1,good,Mesoperlina pecircai,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Mesoperlina,Mesoperlina pecircai
244,3,known_species,100.0,X57172.1,good,Aedes albopictus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus
245,6,known_species,100.0,AB076648.1,good,Tenedocythere transoceanica,Eukaryota,Opisthokonta,Arthropoda,,,,Tenedocythere,Tenedocythere transoceanica
246,2,known_species,100.0,AY745554.1,good,Delevea bertrandi,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Delevea,Delevea bertrandi
247,3,known_species,100.0,AY238988.1,good,Balionemertes australiensis,Eukaryota,Opisthokonta,,,,,Balionemertes,Balionemertes australiensis
248,2,known_species,100.0,KP343634.1,good,Rhizomastix elongata,,,,,,,Rhizomastix,Rhizomastix elongata
249,5,known_species,100.0,HQ727998.1,good,Demodex canis,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Demodex,Demodex canis
250,3,known_species,100.0,KM350395.1,good,Oropodes chumash,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Oropodes,Oropodes chumash
251,5,known_species,100.0,MG988595.1,good,Heteropsylla texana,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Heteropsylla,Heteropsylla texana
252,3,known_species,100.0,KM020137.1,good,Neglectella peisonis,Eukaryota,Viridiplantae,Chlorophyta,,,,Neglectella,Neglectella peisonis
253,5,known_species,100.0,AF378340.1,good,Myxobolus pendula,Eukaryota,Opisthokonta,Cnidaria,,,,Myxobolus,Myxobolus pendula
254,2,known_species,100.0,KP260534.1,good,Jaenimonas drosophilae,Eukaryota,Discoba,,,,,Jaenimonas,Jaenimonas drosophilae
255,2,known_species,100.0,JN603838.1,good,Monomorphina aenigmatica,Eukaryota,Discoba,,,,,Monomorphina,Monomorphina aenigmatica
256,2,known_species,100.0,DQ008579.1,good,Myxobolus bilobus,Eukaryota,Opisthokonta,Cnidaria,,,,Myxobolus,Myxobolus bilobus
257,4,known_species,100.0,KC753499.1,good,Spirodysteria kahli,Eukaryota,,Sar,Intramacronucleata,,,Spirodysteria,Spirodysteria kahli
258,8,known_species,100.0,KR081619.1,good,Liacarus coracinus,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Liacarus,Liacarus coracinus
259,2,known_species,100.0,AM422486.1,good,Eurobowmaniella simulans,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,,,Eurobowmaniella,Eurobowmaniella simulans
260,3,known_species,100.0,FM946125.1,good,Dictyoplax lecus,Eukaryota,Opisthokonta,Porifera,,,,Dictyoplax,Dictyoplax lecus
261,3,known_species,100.0,AF124471.1,good,Anthobothrium laciniatum,Eukaryota,Opisthokonta,Platyhelminthes,Cestoda,,,Anthobothrium,Anthobothrium laciniatum
262,2,known_species,100.0,KX713273.1,good,Bryopa melitensis,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Bryopa,Bryopa melitensis
263,2,known_species,100.0,AY490226.1,good,Bodo saltans,,,,,,,Bodo,Bodo saltans
264,2,known_species,100.0,KF840528.1,good,Monopylocystis disparata,Eukaryota,Discoba,,,,,Monopylocystis,Monopylocystis disparata
265,2,known_species,100.0,KJ690565.1,good,Ichthyophthirius multifiliis,Eukaryota,,Sar,Intramacronucleata,,,Ichthyophthirius,Ichthyophthirius multifiliis
266,3,known_species,100.0,FN552046.1,good,Stomatricha hochbergi,Eukaryota,Opisthokonta,,,,,Stomatricha,Stomatricha hochbergi
267,3,known_species,100.0,AF047889.1,good,Daptonema procerum,Eukaryota,Opisthokonta,Nematoda,,,,Daptonema,Daptonema procerum
268,4,known_species,100.0,KM350371.1,good,Claviger longicornis,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Claviger,Claviger longicornis
269,2,known_species,100.0,FJ612494.1,good,Scoloplos normalis,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Scoloplos,Scoloplos normalis
270,4,known_species,100.0,GU733363.1,good,Malbranchea cinnamomea,Eukaryota,Opisthokonta,Ascomycota,,,,Malbranchea,Malbranchea cinnamomea
271,3,known_species,100.0,JQ359729.1,good,Herpetomonas mirabilis,Eukaryota,Discoba,,,,,Herpetomonas,Herpetomonas mirabilis
272,2,known_species,100.0,AY587129.1,good,Myrionecta rubra,,,,,,,Myrionecta,Myrionecta rubra
273,2,known_species,100.0,KY229919.1,good,Myxobolus voremkhai,Eukaryota,Opisthokonta,Cnidaria,,,,Myxobolus,Myxobolus voremkhai
274,3,known_species,100.0,LC155257.1,good,Enteromyxum leei,Eukaryota,Opisthokonta,Cnidaria,,,,Enteromyxum,Enteromyxum leei
275,3,known_species,100.0,AF277014.1,good,Smittium morbosum,Eukaryota,Opisthokonta,,,,,Smittium,Smittium morbosum
276,3,known_species,100.0,EF362991.1,good,Brachypterolus pulicarius,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Brachypterolus,Brachypterolus pulicarius
277,2,known_species,100.0,LC052375.1,good,Capillaria suis,Eukaryota,Opisthokonta,Nematoda,,,,Aonchotheca,Capillaria suis
278,3,known_species,100.0,DQ229955.1,good,Platyamoeba oblongata,Eukaryota,,Amoebozoa,,,,Platyamoeba,Platyamoeba oblongata
279,3,known_species,100.0,LC052344.1,good,Capillaria madseni,Eukaryota,Opisthokonta,Nematoda,,,,Capillaria,Capillaria madseni
280,3,known_species,100.0,KT852134.1,good,Cricophorus nutrix,Eukaryota,Opisthokonta,Cnidaria,,,,Handactis,Cricophorus nutrix
281,2,known_species,100.0,MG253145.1,good,Paralvinella fijiensis,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Paralvinella,Paralvinella fijiensis
282,2,known_species,100.0,KC177280.1,good,Chironomus tepperi,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Chironomus,Chironomus tepperi
283,3,known_species,100.0,JF934728.1,good,Tanqua tiara,Eukaryota,Opisthokonta,Nematoda,,,,Tanqua,Tanqua tiara
284,2,known_species,100.0,AJ228781.2,good,Grillotia erinaceus,Eukaryota,Opisthokonta,Platyhelminthes,Cestoda,,,Grillotia,Grillotia erinaceus
285,2,known_species,100.0,KY922162.1,good,Pyemotes herfsi,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Pyemotes,Pyemotes herfsi
286,4,known_species,100.0,JF826412.1,good,Amblyospora mocrushinia,Eukaryota,Opisthokonta,,,,,Amblyospora,Amblyospora mocrushinia
287,4,known_species,100.0,MG988586.1,good,Cacopsylla saliceti,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Cacopsylla,Cacopsylla saliceti
288,3,known_species,100.0,KF282675.1,good,Scolecobasidium phaeophorum,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Scolecobasidium,Scolecobasidium phaeophorum
289,6,known_species,100.0,HQ132928.1,good,Paramoeba branchiphila,,,,,,,Paramoeba,Paramoeba branchiphila
290,2,known_species,100.0,AF296757.1,good,Conidiobolus obscurus,,,,,,,Conidiobolus,Conidiobolus obscurus
291,5,known_species,100.0,JX679412.1,good,Trichonympha subquasilla,Eukaryota,Metamonada,,,,,Trichonympha,Trichonympha subquasilla
292,3,known_species,100.0,HQ141519.1,good,Cavenderia macrocarpa,Eukaryota,,Amoebozoa,,,,Cavenderia,Cavenderia macrocarpa
293,2,known_species,100.0,KX886735.1,good,Triangula percae,Eukaryota,Opisthokonta,Cnidaria,,,,Triangula,Triangula percae
294,2,known_species,100.0,KX894458.1,good,Xestospongia testudinaria,Eukaryota,Opisthokonta,Porifera,,,,Xestospongia,Xestospongia testudinaria
295,7,known_species,100.0,AJ532436.1,good,Euglena polymorpha,Eukaryota,Discoba,,,,,Euglena,Euglena polymorpha
296,3,known_species,100.0,AF353723.1,good,Entomophthora planchoniana,Eukaryota,Opisthokonta,,,,,Entomophthora,Entomophthora planchoniana
297,2,known_species,100.0,AF368522.1,good,Pandora dipterigena,Eukaryota,Opisthokonta,,,,,Pandora,Pandora dipterigena
298,3,known_species,100.0,AJ244410.1,good,Phlebotomus papatasi,Eukaryota,Opisthokonta,Arthropoda,Insecta,Diptera,,Phlebotomus,Phlebotomus papatasi
299,2,known_species,100.0,DQ649102.1,good,Sirodotia delicatula,Eukaryota,,Rhodophyta,Florideophyceae,,,Sirodotia,Sirodotia delicatula
300,2,known_species,100.0,FJ719608.1,good,Euglena agilis,,,,,,,Euglena,Euglena agilis
301,3,known_species,100.0,FJ719642.1,good,Trachelomonas cingulata,Eukaryota,Discoba,,,,,Trachelomonas,Trachelomonas cingulata
302,2,known_species,100.0,AF445461.1,good,Strombomonas verrucosa,Eukaryota,Discoba,,,,,Strombomonas,Strombomonas verrucosa
303,4,known_species,100.0,EU600182.1,good,Ephelota truncata,Eukaryota,,Sar,Intramacronucleata,,,Ephelota,Ephelota truncata
304,2,known_species,100.0,AF445459.1,good,Lepocinclis tripteris,Eukaryota,Discoba,,,,,Lepocinclis,Lepocinclis tripteris
305,2,known_species,100.0,KC205988.1,good,Crithidia pragensis,Eukaryota,Discoba,,,,,Crithidia,Crithidia pragensis
306,4,known_species,100.0,AY077759.1,good,Heterodoxus calabyi,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Heterodoxus,Heterodoxus calabyi
307,3,known_species,100.0,AY745636.1,good,Quedius cruentus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Quedius,Quedius cruentus
308,2,known_species,100.0,AF083398.1,good,Bumilleriopsis filiformis,Eukaryota,,Sar,,,,Bumilleriopsis,Bumilleriopsis filiformis
309,3,known_species,100.0,KU561209.1,good,Bellerochea malleus,Eukaryota,,Sar,,,,Bellerochea,Bellerochea malleus
310,3,known_species,100.0,AY293148.1,good,Plicaturopsis crispa,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Plicatura,Plicaturopsis crispa
311,3,known_species,100.0,KC205996.1,good,Wallaceina raviniae,Eukaryota,Discoba,,,,,Wallaceina,Wallaceina raviniae
312,2,known_species,100.0,JQ356778.1,good,Cryptoglena soropigra,Eukaryota,Discoba,,,,,Cryptoglena,Cryptoglena soropigra
313,3,known_species,100.0,FJ710870.1,good,Nematalosa erebi,Eukaryota,Opisthokonta,Chordata,Actinopterygii,,,Nematalosa,Nematalosa erebi
314,2,known_species,100.0,AF255702.1,good,Lirceus fontinalis,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Lirceus,Lirceus fontinalis
315,2,known_species,100.0,KJ599712.1,good,Cephaloflexa bergi,Eukaryota,Opisthokonta,Platyhelminthes,,,,Cephaloflexa,Cephaloflexa bergi
316,2,known_species,100.0,AF144209.1,good,Cyclestheria hislopi,Eukaryota,Opisthokonta,Arthropoda,,,,Cyclestheria,Cyclestheria hislopi
317,2,known_species,100.0,HM140400.1,good,Acineta flava,Eukaryota,,Sar,Intramacronucleata,,,Acineta,Acineta flava
318,4,known_species,100.0,KT304857.1,good,Trachelomonas similis,,,,,,,Trachelomonas,Trachelomonas similis
319,2,known_species,100.0,EF513172.1,good,Cavostelium apophysatum,Eukaryota,,Amoebozoa,,,,Cavostelium,Cavostelium apophysatum
320,5,known_species,100.0,KY320384.1,good,Nitzschia pusilla,Eukaryota,,Sar,,,,Nitzschia,Nitzschia pusilla
321,2,known_species,100.0,KJ577852.1,good,Coscinodiscus jonesianus,Eukaryota,,Sar,,,,Coscinodiscopsis,Coscinodiscus jonesianus
322,3,known_species,100.0,AM490283.1,good,Macrothrix triserialis,Eukaryota,Opisthokonta,Arthropoda,,,,Macrothrix,Macrothrix triserialis
323,2,known_species,100.0,FR837743.1,good,Proporus brochii,Eukaryota,Opisthokonta,,,,,Proporus,Proporus brochii
324,2,known_species,100.0,KC512985.1,good,Merothrips floridensis,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Merothrips,Merothrips floridensis
325,2,known_species,100.0,KJ461314.1,good,Enicocephalus cubanus,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Enicocephalus,Enicocephalus cubanus
326,3,known_species,100.0,KT852144.1,good,Isactinia olivacea,Eukaryota,Opisthokonta,Cnidaria,,,,Isactinia,Isactinia olivacea
327,2,known_species,100.0,AJ287553.1,good,Otodistomum cestoides,Eukaryota,Opisthokonta,Platyhelminthes,Trematoda,,,Otodistomum,Otodistomum cestoides
328,2,known_species,100.0,MF325755.1,good,Parvochelus russus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Parvochelus,Parvochelus russus
329,3,known_species,100.0,AY641566.1,good,Alexandrium satoanum,Eukaryota,,Sar,,,,Alexandrium,Alexandrium satoanum
330,3,known_species,100.0,AF460859.1,good,Ceramium affine,Eukaryota,,Rhodophyta,Florideophyceae,,,Yoneshiguea,Ceramium affine
331,4,known_species,100.0,AM497728.1,good,Fragilaria vaucheriae,Eukaryota,,Sar,,,,Fragilaria,Fragilaria vaucheriae
332,2,known_species,100.0,LC114456.1,good,Parapolycope japonica,Eukaryota,Opisthokonta,Arthropoda,,,,Parapolycope,Parapolycope japonica
333,2,known_species,100.0,AF069227.1,good,Phenakospermum guyannense,Eukaryota,Viridiplantae,Streptophyta,,,,Phenakospermum,Phenakospermum guyannense
334,2,known_species,100.0,AF124475.1,good,Hymenolepis diminuta,Eukaryota,Opisthokonta,Platyhelminthes,Cestoda,,,Hymenolepis,Hymenolepis diminuta
335,2,known_species,100.0,JN704069.1,good,Pethia conchonius,Eukaryota,Opisthokonta,Chordata,Actinopterygii,,,Pethia,Pethia conchonius
336,4,known_species,100.0,KC205994.1,good,Herpetomonas puellarum,Eukaryota,Discoba,,,,,Herpetomonas,Herpetomonas puellarum
337,4,known_species,100.0,JN673715.1,good,Phallusia nigra,Eukaryota,Opisthokonta,Chordata,,,,Phallusia,Phallusia nigra
338,3,known_species,100.0,EU523144.1,good,Haliotrema cromileptis,Eukaryota,Opisthokonta,Platyhelminthes,,,,Haliotrema,Haliotrema cromileptis
339,2,known_species,100.0,AB045581.1,good,Dixoniella grisea,,,,,,,Dixoniella,Dixoniella grisea
340,3,known_species,100.0,U81578.1,good,Meloidogyne incognita,Eukaryota,Opisthokonta,Nematoda,,,,Meloidogyne,Meloidogyne incognita
341,3,known_species,100.0,JN392868.1,good,Balanophora fungosa,,,,,,,Balanophora,Balanophora fungosa
342,4,known_species,100.0,DQ008180.1,good,Brachypanorpa oregonensis,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Brachypanorpa,Brachypanorpa oregonensis
343,2,known_species,100.0,DQ022770.1,good,Callithamnion pikeanum,Eukaryota,,Rhodophyta,Florideophyceae,,,Callithamnion,Callithamnion pikeanum
344,2,known_species,100.0,HF586910.1,good,Trichuris discolor,Eukaryota,Opisthokonta,Nematoda,,,,Trichuris,Trichuris discolor
345,3,known_species,100.0,MG988613.1,good,Trioza remota,Eukaryota,Opisthokonta,Arthropoda,Insecta,Hemiptera,,Trioza,Trioza remota
346,2,known_species,100.0,AF149914.1,good,Entamoeba coli,Eukaryota,,Amoebozoa,,,,Entamoeba,Entamoeba coli
347,2,known_species,100.0,AY900125.1,good,Nesiotinus demersus,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Nesiotinus,Nesiotinus demersus
348,3,known_species,100.0,KY016745.1,good,Tylorida striata,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Tylorida,Tylorida striata
349,3,known_species,100.0,AM158470.1,good,Anoplodinium denticulatum denticulatum,Eukaryota,,Sar,Intramacronucleata,,,Anoplodinium,Anoplodinium denticulatum denticulatum
350,3,known_species,100.0,AF033197.2,good,Spraguea lophii,,,,,,,Spraguea,Spraguea lophii
